1
POLYGON((72964.5721497 55373.8497841,72964.5721497 55411.8497841,72966.5721497 55411.8497841,72966.5721497 55373.8497841,72964.5721497 55373.8497841))
POLYGON((263811.5269 211537.462868,263811.5269 211601.462868,263909.5269 211601.462868,263909.5269 211537.462868,263811.5269 211537.462868))
POLYGON((124974.040091 453503.278968,124974.040091 453578.278968,125019.040091 453578.278968,125019.040091 453503.278968,124974.040091 453503.278968))
POLYGON((493136.319232 9167.80206901,493136.319232 9211.80206901,493172.319232 9211.80206901,493172.319232 9167.80206901,493136.319232 9167.80206901))
POLYGON((425279.891471 238514.053328,425279.891471 238535.053328,425299.891471 238535.053328,425299.891471 238514.053328,425279.891471 238514.053328))
POLYGON((52346.532186 89623.5857401,52346.532186 89661.5857401,52378.532186 89661.5857401,52378.532186 89623.5857401,52346.532186 89623.5857401))
POLYGON((460003.356413 123370.933457,460003.356413 123445.933457,460067.356413 123445.933457,460067.356413 123370.933457,460003.356413 123370.933457))
POLYGON((386496.096245 8956.15107279,386496.096245 9045.15107279,386516.096245 9045.15107279,386516.096245 8956.15107279,386496.096245 8956.15107279))
POLYGON((95100.8099995 432374.197653,95100.8099995 432440.197653,95175.8099995 432440.197653,95175.8099995 432374.197653,95100.8099995 432374.197653))
POLYGON((238053.703809 407777.704271,238053.703809 407792.704271,238099.703809 407792.704271,238099.703809 407777.704271,238053.703809 407777.704271))
POLYGON((421230.167544 249436.873495,421230.167544 249463.873495,421308.167544 249463.873495,421308.167544 249436.873495,421230.167544 249436.873495))
POLYGON((441104.773496 56690.6908139,441104.773496 56693.6908139,441152.773496 56693.6908139,441152.773496 56690.6908139,441104.773496 56690.6908139))
POLYGON((324844.377519 46362.071783,324844.377519 46384.071783,324859.377519 46384.071783,324859.377519 46362.071783,324844.377519 46362.071783))
POLYGON((87203.5056978 181607.667581,87203.5056978 181617.667581,87286.5056978 181617.667581,87286.5056978 181607.667581,87203.5056978 181607.667581))
POLYGON((342781.413947 195828.577436,342781.413947 195846.577436,342798.413947 195846.577436,342798.413947 195828.577436,342781.413947 195828.577436))
POLYGON((378112.667239 1303.92517206,378112.667239 1386.92517206,378162.667239 1386.92517206,378162.667239 1303.92517206,378112.667239 1303.92517206))
POLYGON((375277.956947 128477.984072,375277.956947 128569.984072,375318.956947 128569.984072,375318.956947 128477.984072,375277.956947 128477.984072))
POLYGON((249306.074922 415521.226319,249306.074922 415560.226319,249380.074922 415560.226319,249380.074922 415521.226319,249306.074922 415521.226319))
POLYGON((353207.658395 158283.936352,353207.658395 158329.936352,353257.658395 158329.936352,353257.658395 158283.936352,353207.658395 158283.936352))
POLYGON((429087.382129 481837.15995,429087.382129 481875.15995,429120.382129 481875.15995,429120.382129 481837.15995,429087.382129 481837.15995))
POLYGON((151543.111255 205056.421931,151543.111255 205122.421931,151615.111255 205122.421931,151615.111255 205056.421931,151543.111255 205056.421931))
POLYGON((6495.96779206 317097.321066,6495.96779206 317149.321066,6559.96779206 317149.321066,6559.96779206 317097.321066,6495.96779206 317097.321066))
POLYGON((182393.744664 202088.801973,182393.744664 202181.801973,182456.744664 202181.801973,182456.744664 202088.801973,182393.744664 202088.801973))
POLYGON((300014.78367 73591.2829027,300014.78367 73592.2829027,300092.78367 73592.2829027,300092.78367 73591.2829027,300014.78367 73591.2829027))
POLYGON((148033.506463 225031.974176,148033.506463 225050.974176,148106.506463 225050.974176,148106.506463 225031.974176,148033.506463 225031.974176))
POLYGON((288677.1874 385202.097197,288677.1874 385216.097197,288718.1874 385216.097197,288718.1874 385202.097197,288677.1874 385202.097197))
POLYGON((133957.763288 148221.98802,133957.763288 148317.98802,133993.763288 148317.98802,133993.763288 148221.98802,133957.763288 148221.98802))
POLYGON((105807.83327 19399.8316885,105807.83327 19427.8316885,105821.83327 19427.8316885,105821.83327 19399.8316885,105807.83327 19399.8316885))
POLYGON((383218.29966 346055.740908,383218.29966 346112.740908,383289.29966 346112.740908,383289.29966 346055.740908,383218.29966 346055.740908))
POLYGON((484290.35563 411586.370426,484290.35563 411634.370426,484290.45563 411634.370426,484290.45563 411586.370426,484290.35563 411586.370426))
POLYGON((358713.443956 239039.434643,358713.443956 239138.434643,358749.443956 239138.434643,358749.443956 239039.434643,358713.443956 239039.434643))
POLYGON((14230.5650149 32907.1655198,14230.5650149 32961.1655198,14324.5650149 32961.1655198,14324.5650149 32907.1655198,14230.5650149 32907.1655198))
POLYGON((317535.445417 489657.932045,317535.445417 489745.932045,317576.445417 489745.932045,317576.445417 489657.932045,317535.445417 489657.932045))
POLYGON((51139.2475672 303724.349612,51139.2475672 303785.349612,51220.2475672 303785.349612,51220.2475672 303724.349612,51139.2475672 303724.349612))
POLYGON((123291.876042 78737.27159,123291.876042 78804.27159,123351.876042 78804.27159,123351.876042 78737.27159,123291.876042 78737.27159))
POLYGON((193659.707975 437640.576126,193659.707975 437641.576126,193695.707975 437641.576126,193695.707975 437640.576126,193659.707975 437640.576126))
POLYGON((180261.90556 278103.949156,180261.90556 278164.949156,180321.90556 278164.949156,180321.90556 278103.949156,180261.90556 278103.949156))
POLYGON((150880.018764 160402.972114,150880.018764 160460.972114,150955.018764 160460.972114,150955.018764 160402.972114,150880.018764 160402.972114))
POLYGON((336164.968385 176550.990173,336164.968385 176572.990173,336186.968385 176572.990173,336186.968385 176550.990173,336164.968385 176550.990173))
POLYGON((241931.813431 218496.268034,241931.813431 218589.268034,242002.813431 218589.268034,242002.813431 218496.268034,241931.813431 218496.268034))
POLYGON((97075.7281323 371069.251886,97075.7281323 371121.251886,97133.7281323 371121.251886,97133.7281323 371069.251886,97075.7281323 371069.251886))
POLYGON((342304.545502 355830.379688,342304.545502 355879.379688,342315.545502 355879.379688,342315.545502 355830.379688,342304.545502 355830.379688))
POLYGON((284821.828579 56098.3780293,284821.828579 56177.3780293,284859.828579 56177.3780293,284859.828579 56098.3780293,284821.828579 56098.3780293))
POLYGON((353705.648442 259228.818241,353705.648442 259292.818241,353792.648442 259292.818241,353792.648442 259228.818241,353705.648442 259228.818241))
POLYGON((187772.147032 279769.158394,187772.147032 279811.158394,187852.147032 279811.158394,187852.147032 279769.158394,187772.147032 279769.158394))
POLYGON((451834.766931 70768.9569112,451834.766931 70794.9569112,451883.766931 70794.9569112,451883.766931 70768.9569112,451834.766931 70768.9569112))
POLYGON((416504.257774 263046.192001,416504.257774 263080.192001,416586.257774 263080.192001,416586.257774 263046.192001,416504.257774 263046.192001))
POLYGON((450259.309437 259821.366982,450259.309437 259882.366982,450272.309437 259882.366982,450272.309437 259821.366982,450259.309437 259821.366982))
POLYGON((183403.807731 222311.921897,183403.807731 222328.921897,183453.807731 222328.921897,183453.807731 222311.921897,183403.807731 222311.921897))
POLYGON((131104.893385 82772.6947962,131104.893385 82790.6947962,131159.893385 82790.6947962,131159.893385 82772.6947962,131104.893385 82772.6947962))
POLYGON((11537.9268013 203282.305906,11537.9268013 203381.305906,11583.9268013 203381.305906,11583.9268013 203282.305906,11537.9268013 203282.305906))
POLYGON((91314.7231339 343857.527014,91314.7231339 343924.527014,91384.7231339 343924.527014,91384.7231339 343857.527014,91314.7231339 343857.527014))
POLYGON((121210.092176 463956.925745,121210.092176 463988.925745,121268.092176 463988.925745,121268.092176 463956.925745,121210.092176 463956.925745))
POLYGON((23799.7400993 460690.009251,23799.7400993 460733.009251,23850.7400993 460733.009251,23850.7400993 460690.009251,23799.7400993 460690.009251))
POLYGON((488901.622746 431206.080521,488901.622746 431214.080521,488941.622746 431214.080521,488941.622746 431206.080521,488901.622746 431206.080521))
POLYGON((191124.866558 157025.964875,191124.866558 157114.964875,191208.866558 157114.964875,191208.866558 157025.964875,191124.866558 157025.964875))
POLYGON((26536.6462854 277051.568249,26536.6462854 277136.568249,26554.6462854 277136.568249,26554.6462854 277051.568249,26536.6462854 277051.568249))
POLYGON((374936.608697 498405.91383,374936.608697 498487.91383,374985.608697 498487.91383,374985.608697 498405.91383,374936.608697 498405.91383))
POLYGON((42312.8776597 449153.707001,42312.8776597 449215.707001,42387.8776597 449215.707001,42387.8776597 449153.707001,42312.8776597 449153.707001))
POLYGON((365965.049258 155662.561829,365965.049258 155758.561829,366036.049258 155758.561829,366036.049258 155662.561829,365965.049258 155662.561829))
POLYGON((393651.122026 468369.604512,393651.122026 468413.604512,393707.122026 468413.604512,393707.122026 468369.604512,393651.122026 468369.604512))
POLYGON((279015.117648 173366.418971,279015.117648 173383.418971,279078.117648 173383.418971,279078.117648 173366.418971,279015.117648 173366.418971))
POLYGON((467945.899344 493641.24467,467945.899344 493672.24467,467975.899344 493672.24467,467975.899344 493641.24467,467945.899344 493641.24467))
POLYGON((123854.390038 487646.827313,123854.390038 487682.827313,123910.390038 487682.827313,123910.390038 487646.827313,123854.390038 487646.827313))
POLYGON((453052.460536 49790.4474432,453052.460536 49806.4474432,453137.460536 49806.4474432,453137.460536 49790.4474432,453052.460536 49790.4474432))
POLYGON((42564.5679998 84068.9019245,42564.5679998 84150.9019245,42622.5679998 84150.9019245,42622.5679998 84068.9019245,42564.5679998 84068.9019245))
POLYGON((403563.801242 240866.983437,403563.801242 240934.983437,403611.801242 240934.983437,403611.801242 240866.983437,403563.801242 240866.983437))
POLYGON((240033.806134 137215.347235,240033.806134 137283.347235,240122.806134 137283.347235,240122.806134 137215.347235,240033.806134 137215.347235))
POLYGON((495306.811667 406491.745543,495306.811667 406564.745543,495332.811667 406564.745543,495332.811667 406491.745543,495306.811667 406491.745543))
POLYGON((95795.7074766 348295.062759,95795.7074766 348387.062759,95800.7074766 348387.062759,95800.7074766 348295.062759,95795.7074766 348295.062759))
POLYGON((402451.884075 293258.816744,402451.884075 293343.816744,402547.884075 293343.816744,402547.884075 293258.816744,402451.884075 293258.816744))
POLYGON((220236.815 303784.389361,220236.815 303876.389361,220329.815 303876.389361,220329.815 303784.389361,220236.815 303784.389361))
POLYGON((436715.621126 39708.6492336,436715.621126 39786.6492336,436793.621126 39786.6492336,436793.621126 39708.6492336,436715.621126 39708.6492336))
POLYGON((455098.579932 203879.767385,455098.579932 203975.767385,455185.579932 203975.767385,455185.579932 203879.767385,455098.579932 203879.767385))
POLYGON((223869.882864 186748.991197,223869.882864 186845.991197,223907.882864 186845.991197,223907.882864 186748.991197,223869.882864 186748.991197))
POLYGON((494933.294044 190747.274273,494933.294044 190838.274273,494977.294044 190838.274273,494977.294044 190747.274273,494933.294044 190747.274273))
POLYGON((172596.676289 307956.020262,172596.676289 307961.020262,172685.676289 307961.020262,172685.676289 307956.020262,172596.676289 307956.020262))
POLYGON((345190.860014 293938.065448,345190.860014 294006.065448,345253.860014 294006.065448,345253.860014 293938.065448,345190.860014 293938.065448))
POLYGON((249737.971395 102083.840123,249737.971395 102171.840123,249813.971395 102171.840123,249813.971395 102083.840123,249737.971395 102083.840123))
POLYGON((188140.447668 86972.4928998,188140.447668 87011.4928998,188184.447668 87011.4928998,188184.447668 86972.4928998,188140.447668 86972.4928998))
POLYGON((253347.362686 84028.6599678,253347.362686 84106.6599678,253415.362686 84106.6599678,253415.362686 84028.6599678,253347.362686 84028.6599678))
POLYGON((185443.850952 120014.065256,185443.850952 120024.065256,185461.850952 120024.065256,185461.850952 120014.065256,185443.850952 120014.065256))
POLYGON((94405.1812363 8043.32155314,94405.1812363 8063.32155314,94408.1812363 8063.32155314,94408.1812363 8043.32155314,94405.1812363 8043.32155314))
POLYGON((289714.255065 7415.37672368,289714.255065 7468.37672368,289789.255065 7468.37672368,289789.255065 7415.37672368,289714.255065 7415.37672368))
POLYGON((400608.863136 448237.554847,400608.863136 448293.554847,400705.863136 448293.554847,400705.863136 448237.554847,400608.863136 448237.554847))
POLYGON((85190.9816658 206198.277062,85190.9816658 206245.277062,85222.9816658 206245.277062,85222.9816658 206198.277062,85190.9816658 206198.277062))
POLYGON((165122.642102 457702.602303,165122.642102 457774.602303,165204.642102 457774.602303,165204.642102 457702.602303,165122.642102 457702.602303))
POLYGON((81890.2062764 172677.783703,81890.2062764 172748.783703,81944.2062764 172748.783703,81944.2062764 172677.783703,81890.2062764 172677.783703))
POLYGON((64887.3660106 49423.0822039,64887.3660106 49488.0822039,64969.3660106 49488.0822039,64969.3660106 49423.0822039,64887.3660106 49423.0822039))
POLYGON((36049.4366268 257949.981965,36049.4366268 257980.981965,36124.4366268 257980.981965,36124.4366268 257949.981965,36049.4366268 257949.981965))
POLYGON((119252.046177 259396.481402,119252.046177 259402.481402,119316.046177 259402.481402,119316.046177 259396.481402,119252.046177 259396.481402))
POLYGON((4674.40445167 192971.059235,4674.40445167 193028.059235,4720.40445167 193028.059235,4720.40445167 192971.059235,4674.40445167 192971.059235))
POLYGON((117841.488553 53760.7595154,117841.488553 53812.7595154,117893.488553 53812.7595154,117893.488553 53760.7595154,117841.488553 53760.7595154))
POLYGON((409546.036139 145236.208213,409546.036139 145243.208213,409619.036139 145243.208213,409619.036139 145236.208213,409546.036139 145236.208213))
POLYGON((238007.370452 383563.38241,238007.370452 383567.38241,238066.370452 383567.38241,238066.370452 383563.38241,238007.370452 383563.38241))
POLYGON((435213.633434 306205.670694,435213.633434 306279.670694,435226.633434 306279.670694,435226.633434 306205.670694,435213.633434 306205.670694))
POLYGON((440398.296121 318873.60004,440398.296121 318971.60004,440443.296121 318971.60004,440443.296121 318873.60004,440398.296121 318873.60004))
POLYGON((294392.258249 487912.499989,294392.258249 487990.499989,294459.258249 487990.499989,294459.258249 487912.499989,294392.258249 487912.499989))
POLYGON((46322.7950991 335185.824241,46322.7950991 335261.824241,46413.7950991 335261.824241,46413.7950991 335185.824241,46322.7950991 335185.824241))
POLYGON((44785.6454283 422373.347646,44785.6454283 422417.347646,44833.6454283 422417.347646,44833.6454283 422373.347646,44785.6454283 422373.347646))
